email,breach_source,year,risk_level
user1368@gmail.com,Dropbox,2023,HIGH
user1369@gmail.com,Adobe,2016,LOW
user1370@gmail.com,LinkedIn,2024,CRITICAL
user1371@protonmail.com,LinkedIn,2019,HIGH
user1372@company.com,Canva,2016,MEDIUM
user1373@company.com,Dropbox,2019,CRITICAL
user1374@icloud.com,Adobe,2020,MEDIUM
user1375@company.com,LinkedIn,2017,MEDIUM
user1376@gmail.com,Adobe,2024,CRITICAL
user1377@protonmail.com,Yahoo,2016,CRITICAL
user1378@company.com,LinkedIn,2018,LOW
user1379@yahoo.com,Yahoo,2018,HIGH
user1380@icloud.com,LinkedIn,2013,CRITICAL
user1381@company.com,Canva,2012,HIGH
user1382@gmail.com,LinkedIn,2021,CRITICAL
user1383@outlook.com,LinkedIn,2015,CRITICAL
user1384@gmail.com,MyFitnessPal,2024,CRITICAL
user1385@gmail.com,Yahoo,2021,LOW
user1386@outlook.com,MyFitnessPal,2021,HIGH
user1387@protonmail.com,LinkedIn,2013,LOW
user1388@yahoo.com,Dropbox,2013,HIGH
user1389@company.com,Yahoo,2016,MEDIUM
user1390@gmail.com,MyFitnessPal,2018,HIGH
user1391@gmail.com,LinkedIn,2024,LOW
user1392@protonmail.com,Dropbox,2018,LOW
user1393@protonmail.com,Canva,2023,CRITICAL
user1394@gmail.com,Canva,2013,MEDIUM
user1395@gmail.com,Canva,2018,HIGH
user1396@yahoo.com,Yahoo,2021,MEDIUM
user1397@outlook.com,LinkedIn,2022,HIGH
user1398@gmail.com,Canva,2012,HIGH
user1399@company.com,Adobe,2020,MEDIUM
user1400@outlook.com,Twitter,2023,HIGH
user1401@protonmail.com,MyFitnessPal,2019,HIGH
user1402@gmail.com,Adobe,2017,MEDIUM
user1403@outlook.com,LinkedIn,2020,CRITICAL
user1404@protonmail.com,LinkedIn,2016,CRITICAL
user1405@outlook.com,Adobe,2016,HIGH
user1406@gmail.com,Yahoo,2014,CRITICAL
user1407@protonmail.com,Dropbox,2012,LOW
user1408@company.com,Yahoo,2021,HIGH
user1409@protonmail.com,Canva,2020,CRITICAL
user1410@outlook.com,Adobe,2023,CRITICAL
user1411@outlook.com,Twitter,2018,HIGH
user1412@protonmail.com,Twitter,2016,LOW
user1413@company.com,Twitter,2021,MEDIUM
user1414@gmail.com,Canva,2015,MEDIUM
user1415@outlook.com,Dropbox,2023,LOW
user1416@outlook.com,LinkedIn,2013,LOW
user1417@protonmail.com,Dropbox,2022,CRITICAL
user1418@gmail.com,Adobe,2014,MEDIUM
user1419@outlook.com,Dropbox,2018,HIGH
user1420@icloud.com,LinkedIn,2020,MEDIUM
user1421@gmail.com,Canva,2021,LOW
user1422@protonmail.com,Yahoo,2014,MEDIUM
user1423@yahoo.com,MyFitnessPal,2018,LOW
user1424@company.com,Adobe,2020,CRITICAL
user1425@icloud.com,Adobe,2012,CRITICAL
user1426@outlook.com,Yahoo,2013,LOW
user1427@outlook.com,Canva,2012,HIGH
user1428@company.com,Dropbox,2019,CRITICAL
user1429@company.com,LinkedIn,2016,HIGH
user1430@icloud.com,Twitter,2014,HIGH
user1431@outlook.com,Yahoo,2015,HIGH
user1432@protonmail.com,Yahoo,2018,CRITICAL
user1433@yahoo.com,Dropbox,2022,LOW
user1434@yahoo.com,MyFitnessPal,2019,HIGH
user1435@company.com,Yahoo,2022,HIGH
user1436@icloud.com,MyFitnessPal,2021,MEDIUM
user1437@yahoo.com,Twitter,2017,CRITICAL
user1438@icloud.com,Dropbox,2016,LOW
user1439@icloud.com,Dropbox,2021,MEDIUM
user1440@outlook.com,Twitter,2020,HIGH
user1441@outlook.com,Twitter,2015,HIGH
user1442@protonmail.com,LinkedIn,2012,CRITICAL
user1443@icloud.com,Adobe,2012,CRITICAL
user1444@outlook.com,LinkedIn,2021,CRITICAL
user1445@outlook.com,Yahoo,2021,CRITICAL
user1446@yahoo.com,Twitter,2021,HIGH
user1447@outlook.com,Adobe,2016,CRITICAL
user1448@protonmail.com,LinkedIn,2023,LOW
user1449@gmail.com,Dropbox,2021,LOW
user1450@company.com,LinkedIn,2016,HIGH
user1451@yahoo.com,Yahoo,2019,CRITICAL
user1452@yahoo.com,MyFitnessPal,2016,MEDIUM
user1453@yahoo.com,Twitter,2012,MEDIUM
user1454@yahoo.com,LinkedIn,2015,LOW
user1455@company.com,Canva,2014,CRITICAL
user1456@icloud.com,Twitter,2020,CRITICAL
user1457@gmail.com,Twitter,2012,CRITICAL
user1458@protonmail.com,LinkedIn,2013,LOW
user1459@outlook.com,LinkedIn,2022,CRITICAL
user1460@icloud.com,Adobe,2022,CRITICAL
user1461@gmail.com,Canva,2023,MEDIUM
user1462@protonmail.com,MyFitnessPal,2024,LOW
user1463@icloud.com,Canva,2019,MEDIUM
user1464@outlook.com,MyFitnessPal,2021,HIGH
user1465@yahoo.com,Twitter,2013,MEDIUM
user1466@icloud.com,Twitter,2016,MEDIUM
user1467@protonmail.com,MyFitnessPal,2024,MEDIUM
user1468@protonmail.com,Yahoo,2018,LOW
user1469@outlook.com,Yahoo,2023,LOW
user1470@icloud.com,LinkedIn,2019,MEDIUM
user1471@company.com,Adobe,2022,MEDIUM
user1472@protonmail.com,MyFitnessPal,2021,CRITICAL
user1473@icloud.com,Canva,2017,MEDIUM
user1474@outlook.com,Adobe,2012,CRITICAL
user1475@company.com,Canva,2018,LOW
user1476@icloud.com,Yahoo,2019,HIGH
user1477@yahoo.com,Dropbox,2012,MEDIUM
user1478@company.com,MyFitnessPal,2013,CRITICAL
user1479@gmail.com,LinkedIn,2014,CRITICAL
user1480@protonmail.com,Canva,2014,LOW
user1481@yahoo.com,MyFitnessPal,2013,CRITICAL
user1482@company.com,MyFitnessPal,2012,LOW
user1483@icloud.com,LinkedIn,2023,LOW
user1484@icloud.com,LinkedIn,2013,LOW
user1485@protonmail.com,Yahoo,2022,LOW
user1486@protonmail.com,Adobe,2023,HIGH
user1487@company.com,MyFitnessPal,2017,CRITICAL
user1488@company.com,Adobe,2017,MEDIUM
user1489@protonmail.com,Adobe,2017,MEDIUM
user1490@gmail.com,Adobe,2019,LOW
user1491@gmail.com,Twitter,2022,MEDIUM
user1492@protonmail.com,LinkedIn,2017,LOW
user1493@company.com,Twitter,2012,MEDIUM
user1494@icloud.com,Twitter,2017,HIGH
user1495@icloud.com,Yahoo,2024,HIGH
user1496@company.com,LinkedIn,2018,MEDIUM
user1497@company.com,Adobe,2023,CRITICAL
user1498@outlook.com,MyFitnessPal,2022,LOW
user1499@yahoo.com,MyFitnessPal,2021,MEDIUM
user1500@icloud.com,Twitter,2015,CRITICAL
user1501@icloud.com,Canva,2019,LOW
user1502@yahoo.com,MyFitnessPal,2013,MEDIUM
user1503@icloud.com,MyFitnessPal,2014,LOW
user1504@outlook.com,LinkedIn,2023,MEDIUM
user1505@company.com,LinkedIn,2020,CRITICAL
user1506@protonmail.com,MyFitnessPal,2012,CRITICAL
user1507@outlook.com,MyFitnessPal,2014,HIGH
user1508@company.com,LinkedIn,2013,CRITICAL
user1509@company.com,LinkedIn,2012,CRITICAL
user1510@protonmail.com,Twitter,2018,HIGH
user1511@protonmail.com,Twitter,2015,HIGH
user1512@protonmail.com,Canva,2012,MEDIUM
user1513@company.com,Canva,2013,MEDIUM
user1514@icloud.com,Yahoo,2020,HIGH
user1515@gmail.com,Adobe,2013,LOW
user1516@company.com,Twitter,2015,LOW
user1517@icloud.com,LinkedIn,2017,CRITICAL
user1518@yahoo.com,Canva,2016,CRITICAL
user1519@company.com,Canva,2018,MEDIUM
user1520@company.com,MyFitnessPal,2022,LOW
user1521@outlook.com,Adobe,2018,MEDIUM
user1522@yahoo.com,Yahoo,2014,MEDIUM
user1523@protonmail.com,LinkedIn,2024,CRITICAL
user1524@outlook.com,Dropbox,2016,HIGH
user1525@company.com,Yahoo,2015,MEDIUM
user1526@protonmail.com,Canva,2023,MEDIUM
user1527@gmail.com,Twitter,2019,MEDIUM
user1528@outlook.com,Twitter,2020,LOW
user1529@icloud.com,Dropbox,2013,LOW
user1530@outlook.com,Twitter,2022,CRITICAL
user1531@company.com,LinkedIn,2017,LOW
user1532@company.com,Yahoo,2017,CRITICAL
user1533@outlook.com,Twitter,2022,CRITICAL
user1534@icloud.com,Twitter,2022,HIGH
user1535@company.com,Adobe,2014,HIGH
user1536@company.com,Yahoo,2014,LOW
user1537@gmail.com,Yahoo,2023,LOW
user1538@company.com,Adobe,2021,CRITICAL
user1539@yahoo.com,LinkedIn,2016,CRITICAL
user1540@outlook.com,Yahoo,2012,MEDIUM
user1541@protonmail.com,Yahoo,2012,MEDIUM
user1542@gmail.com,Canva,2017,CRITICAL
user1543@gmail.com,MyFitnessPal,2015,CRITICAL
user1544@outlook.com,Yahoo,2013,CRITICAL
user1545@outlook.com,Twitter,2021,CRITICAL
user1546@company.com,Twitter,2023,HIGH
user1547@company.com,Yahoo,2021,MEDIUM
user1548@company.com,LinkedIn,2012,HIGH
user1549@protonmail.com,MyFitnessPal,2015,MEDIUM
user1550@company.com,Dropbox,2015,HIGH
user1551@yahoo.com,LinkedIn,2015,HIGH
user1552@yahoo.com,Adobe,2023,LOW
user1553@protonmail.com,Yahoo,2022,LOW
user1554@outlook.com,Twitter,2013,LOW
user1555@gmail.com,Dropbox,2020,LOW
user1556@icloud.com,Canva,2024,LOW
user1557@gmail.com,Dropbox,2018,HIGH
user1558@company.com,Yahoo,2012,HIGH
user1559@icloud.com,Canva,2017,HIGH
user1560@company.com,Twitter,2014,CRITICAL
user1561@company.com,LinkedIn,2016,LOW
user1562@company.com,Adobe,2022,LOW
user1563@gmail.com,Adobe,2022,HIGH
user1564@icloud.com,Twitter,2017,CRITICAL
user1565@yahoo.com,Twitter,2023,LOW
user1566@icloud.com,MyFitnessPal,2018,CRITICAL
user1567@icloud.com,Twitter,2018,CRITICAL
user1568@yahoo.com,Adobe,2021,MEDIUM
user1569@outlook.com,Canva,2017,CRITICAL
user1570@icloud.com,LinkedIn,2023,HIGH
user1571@company.com,Yahoo,2018,MEDIUM
user1572@outlook.com,Twitter,2021,CRITICAL
user1573@yahoo.com,Dropbox,2020,LOW
user1574@icloud.com,Twitter,2013,HIGH
user1575@outlook.com,Adobe,2019,HIGH
user1576@icloud.com,MyFitnessPal,2017,MEDIUM
user1577@company.com,Canva,2021,MEDIUM
user1578@outlook.com,Dropbox,2012,LOW
user1579@outlook.com,Yahoo,2019,CRITICAL
user1580@company.com,Twitter,2014,HIGH
user1581@icloud.com,Canva,2012,MEDIUM
user1582@icloud.com,Dropbox,2020,HIGH
user1583@yahoo.com,Adobe,2021,HIGH
user1584@protonmail.com,Dropbox,2014,HIGH
user1585@protonmail.com,LinkedIn,2019,CRITICAL
user1586@company.com,Adobe,2016,HIGH
user1587@outlook.com,Adobe,2014,CRITICAL
user1588@yahoo.com,Twitter,2018,HIGH
user1589@outlook.com,Yahoo,2012,CRITICAL
user1590@protonmail.com,Adobe,2013,MEDIUM
user1591@icloud.com,MyFitnessPal,2021,LOW
user1592@yahoo.com,Canva,2012,CRITICAL
user1593@outlook.com,Dropbox,2012,CRITICAL
user1594@gmail.com,Yahoo,2019,LOW
user1595@company.com,Adobe,2015,LOW
user1596@company.com,Yahoo,2013,HIGH
user1597@icloud.com,Dropbox,2015,CRITICAL
user1598@yahoo.com,Canva,2015,CRITICAL
user1599@protonmail.com,Canva,2021,CRITICAL
user1600@protonmail.com,MyFitnessPal,2016,CRITICAL
user1601@company.com,Canva,2022,CRITICAL
user1602@yahoo.com,Dropbox,2012,HIGH
user1603@yahoo.com,MyFitnessPal,2021,HIGH
user1604@yahoo.com,MyFitnessPal,2020,LOW
user1605@outlook.com,MyFitnessPal,2024,MEDIUM
user1606@icloud.com,Adobe,2016,HIGH
user1607@yahoo.com,Adobe,2014,CRITICAL
user1608@yahoo.com,Canva,2019,CRITICAL
user1609@protonmail.com,Twitter,2022,HIGH
user1610@company.com,Dropbox,2015,HIGH
user1611@icloud.com,LinkedIn,2014,MEDIUM
user1612@company.com,Canva,2016,CRITICAL
user1613@outlook.com,Twitter,2024,MEDIUM
user1614@company.com,LinkedIn,2019,LOW
user1615@company.com,Dropbox,2022,LOW
user1616@outlook.com,Canva,2024,LOW
user1617@company.com,Adobe,2022,CRITICAL
user1618@company.com,MyFitnessPal,2014,CRITICAL
user1619@outlook.com,LinkedIn,2012,HIGH
user1620@protonmail.com,Yahoo,2024,LOW
user1621@company.com,Canva,2014,LOW
user1622@yahoo.com,Dropbox,2016,CRITICAL
user1623@gmail.com,Adobe,2018,HIGH
user1624@gmail.com,Canva,2012,CRITICAL
user1625@protonmail.com,LinkedIn,2015,CRITICAL
user1626@icloud.com,LinkedIn,2022,LOW
user1627@yahoo.com,Dropbox,2016,MEDIUM
user1628@outlook.com,Adobe,2012,HIGH
user1629@icloud.com,Canva,2012,HIGH
user1630@yahoo.com,Canva,2019,CRITICAL
user1631@outlook.com,Canva,2014,HIGH
user1632@protonmail.com,MyFitnessPal,2016,MEDIUM
user1633@yahoo.com,Twitter,2012,LOW
user1634@outlook.com,Dropbox,2022,MEDIUM
user1635@gmail.com,LinkedIn,2022,HIGH
user1636@company.com,LinkedIn,2015,HIGH
user1637@icloud.com,Adobe,2013,MEDIUM
user1638@outlook.com,MyFitnessPal,2012,HIGH
user1639@outlook.com,Adobe,2023,LOW
user1640@protonmail.com,LinkedIn,2023,MEDIUM
user1641@outlook.com,Yahoo,2024,LOW
user1642@outlook.com,Adobe,2014,HIGH
user1643@icloud.com,Adobe,2017,CRITICAL
user1644@icloud.com,LinkedIn,2022,CRITICAL
user1645@protonmail.com,LinkedIn,2023,MEDIUM
user1646@yahoo.com,LinkedIn,2021,MEDIUM
user1647@yahoo.com,Canva,2021,MEDIUM
user1648@yahoo.com,Canva,2023,MEDIUM
user1649@gmail.com,Canva,2023,MEDIUM
user1650@company.com,Twitter,2014,HIGH
user1651@yahoo.com,Twitter,2024,HIGH
user1652@company.com,Canva,2016,HIGH
user1653@company.com,Yahoo,2016,HIGH
user1654@company.com,Twitter,2014,MEDIUM
user1655@yahoo.com,MyFitnessPal,2020,LOW
user1656@icloud.com,Adobe,2024,MEDIUM
user1657@outlook.com,Canva,2018,CRITICAL
user1658@outlook.com,LinkedIn,2019,HIGH
user1659@gmail.com,Canva,2020,LOW
user1660@protonmail.com,Canva,2020,CRITICAL
user1661@protonmail.com,Yahoo,2022,HIGH
user1662@gmail.com,Twitter,2017,HIGH
user1663@protonmail.com,Yahoo,2013,MEDIUM
user1664@gmail.com,Dropbox,2012,CRITICAL
user1665@company.com,Adobe,2017,CRITICAL
user1666@outlook.com,Dropbox,2013,CRITICAL
user1667@company.com,MyFitnessPal,2016,MEDIUM
user1668@icloud.com,Dropbox,2015,CRITICAL
user1669@gmail.com,Twitter,2021,HIGH
user1670@company.com,LinkedIn,2015,MEDIUM
user1671@protonmail.com,Yahoo,2014,HIGH
user1672@protonmail.com,Adobe,2023,MEDIUM
user1673@protonmail.com,Adobe,2023,HIGH
user1674@icloud.com,Adobe,2018,HIGH
user1675@icloud.com,Twitter,2018,CRITICAL
user1676@gmail.com,MyFitnessPal,2012,HIGH
user1677@icloud.com,Dropbox,2021,LOW
user1678@company.com,Dropbox,2012,HIGH
user1679@yahoo.com,Adobe,2014,CRITICAL
user1680@yahoo.com,LinkedIn,2023,CRITICAL
user1681@yahoo.com,MyFitnessPal,2019,CRITICAL
user1682@outlook.com,Canva,2019,HIGH
user1683@gmail.com,Dropbox,2022,LOW
user1684@gmail.com,MyFitnessPal,2023,LOW
user1685@icloud.com,Dropbox,2012,MEDIUM
user1686@yahoo.com,Canva,2012,LOW
user1687@icloud.com,LinkedIn,2023,HIGH
user1688@outlook.com,Yahoo,2024,CRITICAL
user1689@gmail.com,LinkedIn,2017,CRITICAL
user1690@gmail.com,Yahoo,2015,HIGH
user1691@gmail.com,LinkedIn,2024,HIGH
user1692@icloud.com,Canva,2024,LOW
user1693@icloud.com,MyFitnessPal,2019,LOW
user1694@yahoo.com,Dropbox,2016,MEDIUM
user1695@protonmail.com,LinkedIn,2016,MEDIUM
user1696@yahoo.com,LinkedIn,2013,HIGH
user1697@yahoo.com,MyFitnessPal,2013,HIGH
user1698@gmail.com,Canva,2018,CRITICAL
user1699@yahoo.com,Dropbox,2017,HIGH
user1700@company.com,Yahoo,2019,LOW
user1701@yahoo.com,MyFitnessPal,2014,MEDIUM
user1702@outlook.com,Canva,2014,LOW
user1703@company.com,Yahoo,2021,LOW
user1704@outlook.com,Dropbox,2020,HIGH
user1705@gmail.com,Canva,2014,HIGH
user1706@gmail.com,Canva,2020,LOW
user1707@protonmail.com,MyFitnessPal,2022,HIGH
user1708@yahoo.com,LinkedIn,2018,LOW
user1709@gmail.com,MyFitnessPal,2019,MEDIUM
user1710@gmail.com,Adobe,2012,CRITICAL
user1711@yahoo.com,Twitter,2016,HIGH
user1712@icloud.com,MyFitnessPal,2021,CRITICAL
user1713@yahoo.com,Adobe,2018,MEDIUM
user1714@protonmail.com,Twitter,2012,CRITICAL
user1715@company.com,LinkedIn,2012,CRITICAL
user1716@company.com,Twitter,2018,HIGH
user1717@outlook.com,Dropbox,2021,HIGH
user1718@protonmail.com,Dropbox,2020,HIGH
user1719@protonmail.com,Canva,2015,LOW
user1720@icloud.com,LinkedIn,2013,CRITICAL
user1721@protonmail.com,MyFitnessPal,2013,CRITICAL
user1722@protonmail.com,Dropbox,2017,MEDIUM
user1723@gmail.com,LinkedIn,2018,CRITICAL
user1724@protonmail.com,LinkedIn,2019,CRITICAL
user1725@yahoo.com,Dropbox,2020,CRITICAL
user1726@yahoo.com,MyFitnessPal,2020,MEDIUM
user1727@yahoo.com,Canva,2021,MEDIUM
user1728@company.com,Yahoo,2024,CRITICAL
user1729@protonmail.com,Canva,2019,HIGH
user1730@gmail.com,LinkedIn,2023,LOW
user1731@outlook.com,MyFitnessPal,2018,HIGH
user1732@protonmail.com,LinkedIn,2019,MEDIUM
user1733@outlook.com,MyFitnessPal,2024,MEDIUM
user1734@company.com,Twitter,2018,HIGH
user1735@company.com,Twitter,2017,CRITICAL
user1736@yahoo.com,LinkedIn,2014,MEDIUM
user1737@outlook.com,Adobe,2014,LOW
user1738@gmail.com,Canva,2020,MEDIUM
user1739@gmail.com,LinkedIn,2020,MEDIUM
user1740@outlook.com,Adobe,2023,CRITICAL
user1741@company.com,Yahoo,2018,HIGH
user1742@yahoo.com,Yahoo,2019,CRITICAL
user1743@yahoo.com,Canva,2024,HIGH
user1744@outlook.com,LinkedIn,2023,CRITICAL
user1745@company.com,Canva,2019,CRITICAL
user1746@yahoo.com,Canva,2022,MEDIUM
user1747@protonmail.com,LinkedIn,2014,LOW
user1748@outlook.com,Dropbox,2012,MEDIUM
user1749@yahoo.com,Twitter,2014,MEDIUM
user1750@protonmail.com,Canva,2019,CRITICAL
user1751@icloud.com,LinkedIn,2022,CRITICAL
user1752@icloud.com,Canva,2019,HIGH
user1753@gmail.com,MyFitnessPal,2022,MEDIUM
user1754@company.com,LinkedIn,2020,HIGH
user1755@yahoo.com,Twitter,2024,HIGH
user1756@yahoo.com,MyFitnessPal,2023,LOW
user1757@gmail.com,Canva,2015,MEDIUM
user1758@outlook.com,MyFitnessPal,2013,LOW
user1759@icloud.com,Dropbox,2015,HIGH
user1760@yahoo.com,Yahoo,2017,HIGH
user1761@outlook.com,Canva,2024,CRITICAL
user1762@yahoo.com,Dropbox,2014,MEDIUM
user1763@gmail.com,MyFitnessPal,2014,MEDIUM
user1764@company.com,MyFitnessPal,2012,CRITICAL
user1765@protonmail.com,Adobe,2018,CRITICAL
user1766@yahoo.com,Yahoo,2016,MEDIUM
user1767@company.com,LinkedIn,2022,MEDIUM
user1768@gmail.com,Twitter,2012,LOW
user1769@protonmail.com,Adobe,2017,HIGH
user1770@yahoo.com,Twitter,2012,LOW
user1771@company.com,Yahoo,2024,MEDIUM
user1772@protonmail.com,LinkedIn,2018,LOW
user1773@icloud.com,Dropbox,2022,LOW
user1774@company.com,Yahoo,2017,LOW
user1775@gmail.com,Canva,2012,LOW
user1776@company.com,Adobe,2013,CRITICAL
user1777@outlook.com,LinkedIn,2024,CRITICAL
user1778@icloud.com,Canva,2020,HIGH
user1779@gmail.com,Adobe,2020,MEDIUM
user1780@icloud.com,Adobe,2020,CRITICAL
user1781@yahoo.com,MyFitnessPal,2024,CRITICAL
user1782@outlook.com,LinkedIn,2015,HIGH
user1783@icloud.com,Twitter,2023,CRITICAL
user1784@protonmail.com,Dropbox,2016,MEDIUM
user1785@company.com,LinkedIn,2016,LOW
user1786@gmail.com,Adobe,2019,CRITICAL
user1787@yahoo.com,Twitter,2017,CRITICAL
user1788@protonmail.com,MyFitnessPal,2024,HIGH
user1789@company.com,Yahoo,2021,LOW
user1790@yahoo.com,Twitter,2014,HIGH
user1791@icloud.com,Adobe,2014,CRITICAL
user1792@protonmail.com,Adobe,2022,CRITICAL
user1793@gmail.com,MyFitnessPal,2019,CRITICAL
user1794@yahoo.com,Twitter,2019,LOW
user1795@yahoo.com,Dropbox,2014,HIGH
user1796@outlook.com,Twitter,2024,HIGH
user1797@gmail.com,LinkedIn,2018,HIGH
user1798@company.com,Yahoo,2012,MEDIUM
user1799@yahoo.com,LinkedIn,2014,CRITICAL
user1800@yahoo.com,MyFitnessPal,2014,CRITICAL
user1801@yahoo.com,MyFitnessPal,2023,MEDIUM
user1802@gmail.com,Dropbox,2020,LOW
user1803@gmail.com,LinkedIn,2021,MEDIUM
user1804@outlook.com,LinkedIn,2013,CRITICAL
user1805@company.com,Yahoo,2013,MEDIUM
user1806@yahoo.com,LinkedIn,2022,CRITICAL
user1807@outlook.com,LinkedIn,2019,LOW
user1808@gmail.com,Canva,2014,MEDIUM
user1809@protonmail.com,Canva,2012,LOW
user1810@outlook.com,LinkedIn,2012,LOW
user1811@outlook.com,Adobe,2016,LOW
user1812@protonmail.com,LinkedIn,2014,HIGH
user1813@yahoo.com,LinkedIn,2022,LOW
user1814@yahoo.com,LinkedIn,2017,CRITICAL
user1815@company.com,Adobe,2021,CRITICAL
user1816@gmail.com,Adobe,2023,LOW
user1817@icloud.com,Dropbox,2013,CRITICAL
user1818@gmail.com,Adobe,2013,HIGH
user1819@yahoo.com,Twitter,2014,MEDIUM
user1820@protonmail.com,LinkedIn,2019,MEDIUM
user1821@protonmail.com,LinkedIn,2013,MEDIUM
user1822@protonmail.com,LinkedIn,2018,MEDIUM
user1823@protonmail.com,Adobe,2012,MEDIUM
user1824@icloud.com,Dropbox,2021,MEDIUM
user1825@icloud.com,MyFitnessPal,2021,HIGH
user1826@outlook.com,Canva,2017,HIGH
user1827@icloud.com,Adobe,2014,HIGH
user1828@outlook.com,Dropbox,2014,CRITICAL
user1829@yahoo.com,Adobe,2015,HIGH
user1830@protonmail.com,Yahoo,2017,CRITICAL
user1831@company.com,MyFitnessPal,2015,MEDIUM
user1832@icloud.com,Canva,2019,MEDIUM
user1833@gmail.com,MyFitnessPal,2012,LOW
user1834@yahoo.com,LinkedIn,2024,MEDIUM
user1835@protonmail.com,LinkedIn,2017,CRITICAL
user1836@icloud.com,MyFitnessPal,2014,MEDIUM
user1837@company.com,Twitter,2023,HIGH
user1838@gmail.com,MyFitnessPal,2017,HIGH
user1839@outlook.com,MyFitnessPal,2012,HIGH
user1840@company.com,Adobe,2024,CRITICAL
user1841@gmail.com,Canva,2018,LOW
user1842@yahoo.com,MyFitnessPal,2012,LOW
user1843@gmail.com,MyFitnessPal,2017,LOW
user1844@outlook.com,Yahoo,2021,LOW
user1845@outlook.com,Adobe,2013,HIGH
user1846@icloud.com,Dropbox,2018,MEDIUM
user1847@company.com,MyFitnessPal,2018,HIGH
user1848@outlook.com,MyFitnessPal,2012,CRITICAL
user1849@icloud.com,Adobe,2017,LOW
user1850@company.com,Adobe,2023,MEDIUM
user1851@protonmail.com,LinkedIn,2018,HIGH
user1852@company.com,LinkedIn,2015,HIGH
user1853@yahoo.com,Dropbox,2019,HIGH
user1854@gmail.com,Dropbox,2017,CRITICAL
user1855@yahoo.com,Adobe,2016,LOW
user1856@protonmail.com,MyFitnessPal,2019,LOW
user1857@company.com,Yahoo,2020,MEDIUM
user1858@company.com,Yahoo,2016,HIGH
user1859@gmail.com,Yahoo,2015,CRITICAL
user1860@outlook.com,Dropbox,2012,MEDIUM
user1861@gmail.com,LinkedIn,2016,LOW
user1862@icloud.com,Twitter,2023,CRITICAL
user1863@yahoo.com,Yahoo,2020,HIGH
user1864@protonmail.com,Twitter,2014,LOW
user1865@protonmail.com,Adobe,2015,MEDIUM
user1866@yahoo.com,Yahoo,2019,CRITICAL
user1867@gmail.com,Dropbox,2016,LOW
user1868@yahoo.com,Adobe,2012,CRITICAL
user1869@gmail.com,Canva,2017,HIGH
user1870@yahoo.com,Twitter,2019,MEDIUM
user1871@protonmail.com,Dropbox,2016,MEDIUM
user1872@outlook.com,MyFitnessPal,2013,CRITICAL
user1873@outlook.com,Dropbox,2024,LOW
user1874@protonmail.com,LinkedIn,2022,MEDIUM
user1875@protonmail.com,Dropbox,2016,HIGH
user1876@protonmail.com,Dropbox,2015,MEDIUM
user1877@company.com,LinkedIn,2020,LOW
user1878@gmail.com,Canva,2022,MEDIUM
user1879@icloud.com,Twitter,2021,LOW
user1880@gmail.com,Yahoo,2015,HIGH
user1881@outlook.com,Adobe,2017,LOW
user1882@company.com,Twitter,2021,HIGH
user1883@yahoo.com,Dropbox,2021,HIGH
user1884@company.com,Twitter,2024,CRITICAL
user1885@icloud.com,MyFitnessPal,2023,CRITICAL
user1886@outlook.com,MyFitnessPal,2023,LOW
user1887@icloud.com,Canva,2014,HIGH
user1888@outlook.com,Adobe,2021,HIGH
user1889@outlook.com,MyFitnessPal,2014,LOW
user1890@gmail.com,Canva,2024,MEDIUM
user1891@company.com,MyFitnessPal,2013,CRITICAL
user1892@outlook.com,Twitter,2021,MEDIUM
user1893@yahoo.com,Twitter,2014,MEDIUM
user1894@outlook.com,MyFitnessPal,2024,MEDIUM
user1895@protonmail.com,Canva,2016,MEDIUM
user1896@company.com,Twitter,2012,HIGH
user1897@company.com,Yahoo,2021,CRITICAL
user1898@outlook.com,Canva,2022,LOW
user1899@gmail.com,Adobe,2019,LOW
user1900@outlook.com,MyFitnessPal,2018,CRITICAL
user1901@icloud.com,Canva,2012,HIGH
user1902@yahoo.com,Yahoo,2015,LOW
user1903@gmail.com,Adobe,2014,HIGH
user1904@icloud.com,MyFitnessPal,2013,MEDIUM
user1905@yahoo.com,Adobe,2017,CRITICAL
user1906@yahoo.com,Dropbox,2017,LOW
user1907@yahoo.com,MyFitnessPal,2017,CRITICAL
user1908@yahoo.com,Adobe,2020,MEDIUM
user1909@protonmail.com,Twitter,2020,HIGH
user1910@icloud.com,Canva,2018,CRITICAL
user1911@gmail.com,Dropbox,2020,LOW
user1912@protonmail.com,Canva,2014,LOW
user1913@yahoo.com,Adobe,2021,LOW
user1914@yahoo.com,Canva,2019,HIGH
user1915@icloud.com,Twitter,2015,LOW
user1916@icloud.com,LinkedIn,2023,HIGH
user1917@outlook.com,MyFitnessPal,2016,CRITICAL
user1918@company.com,Yahoo,2017,MEDIUM
user1919@yahoo.com,MyFitnessPal,2013,MEDIUM
user1920@outlook.com,MyFitnessPal,2013,CRITICAL
user1921@yahoo.com,Canva,2012,HIGH
user1922@company.com,Canva,2018,HIGH
user1923@gmail.com,Adobe,2016,HIGH
user1924@icloud.com,Dropbox,2022,LOW
user1925@company.com,MyFitnessPal,2021,HIGH
user1926@outlook.com,Canva,2012,LOW
user1927@icloud.com,Yahoo,2022,CRITICAL
user1928@company.com,Yahoo,2023,LOW
user1929@outlook.com,Canva,2021,MEDIUM
user1930@outlook.com,Adobe,2012,HIGH
user1931@gmail.com,Twitter,2014,CRITICAL
